matched_area_clean,total_facilities,beds,cots,operational_norm,anc,art,beoc,blood,caes_sec,ceoc,epi,fp,growm,hbc,hct,ipd,opd,outreach,pmtct,rad_xray,rhtc_rhdc,tb_diag,tb_labs,tb_treat,youth,area_clean,total,population,facilities_per_10k,beds_per_10k,cots_per_10k,operational_count,pct_operational,anc_pct,art_pct,beoc_pct,blood_pct,caes_sec_pct,ceoc_pct,epi_pct,fp_pct,growm_pct,hbc_pct,hct_pct,ipd_pct,opd_pct,outreach_pct,pmtct_pct,rad_xray_pct,rhtc_rhdc_pct,tb_diag_pct,tb_labs_pct,tb_treat_pct,youth_pct
ATHI RIVER,52,247.0,36.0,39,0,1,0,0,0,0,0,23,0,5,0,23,0,0,0,0,0,0,0,0,0,ATHI RIVER,322499.0,322499.0,1.612408100490234,7.658938477328611,1.1162825311086235,39,75.0,0.0,1.9230769230769231,0.0,0.0,0.0,0.0,0.0,44.230769230769226,0.0,9.615384615384617,0.0,44.230769230769226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWENDO,23,152.0,3.0,22,0,2,0,0,0,0,0,13,0,13,0,13,0,0,0,0,0,0,0,0,0,AWENDO,117290.0,117290.0,1.960951487765368,12.959331571318954,0.2557762810128741,22,95.65217391304348,0.0,8.695652173913043,0.0,0.0,0.0,0.0,0.0,56.52173913043478,0.0,56.52173913043478,0.0,56.52173913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BALAMBALA,8,8.0,2.0,8,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,BALAMBALA,32257.0,32257.0,2.4800818427008093,2.4800818427008093,0.6200204606752023,8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BANISA,7,3.0,0.0,7,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,BANISA,152598.0,152598.0,0.4587216084090224,0.19659497503243817,0.0,7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14285714285714,0.0,0.0,0.0,28.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BARINGO CENTRAL,54,254.0,19.0,48,0,1,0,0,0,0,0,20,0,19,0,22,0,0,0,0,0,0,0,0,0,BARINGO CENTRAL,96951.0,96951.0,5.569823931676827,26.198801456405814,1.9597528648492537,48,88.88888888888889,0.0,1.8518518518518516,0.0,0.0,0.0,0.0,0.0,37.03703703703704,0.0,35.18518518518518,0.0,40.74074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BARINGO NORTH,45,35.0,0.0,43,0,0,0,0,0,0,0,33,0,18,0,20,0,0,0,0,0,0,0,0,0,BARINGO NORTH,104871.0,104871.0,4.290986068598564,3.3374336089099943,0.0,43,95.55555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.33333333333333,0.0,40.0,0.0,44.44444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BELGUT,66,100.0,14.0,59,0,5,0,0,0,0,0,25,0,7,0,25,0,0,0,0,0,0,0,0,0,BELGUT,145072.0,145072.0,4.549465093195103,6.893128929083489,0.9650380500716885,59,89.39393939393939,0.0,7.575757575757576,0.0,0.0,0.0,0.0,0.0,37.878787878787875,0.0,10.606060606060606,0.0,37.878787878787875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOMET CENTRAL,28,214.0,1100.0,23,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,BOMET CENTRAL,175215.0,175215.0,1.5980366977713094,12.213566190109294,62.78001312673002,23,82.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857142,0.0,3.571428571428571,0.0,7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOMET EAST,12,159.0,6.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOMET EAST,144275.0,144275.0,0.8317449315543233,11.020620343094784,0.41587246577716164,10,83.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BONDO,41,204.0,7.0,41,0,7,0,0,0,0,0,26,0,27,0,27,0,0,0,0,0,0,0,0,0,BONDO,197883.0,197883.0,2.071931393803409,10.30912205697306,0.3537443843078991,41,100.0,0.0,17.073170731707318,0.0,0.0,0.0,0.0,0.0,63.41463414634146,0.0,65.85365853658537,0.0,65.85365853658537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BORABU,36,186.0,4.0,36,0,1,0,0,0,0,0,30,0,25,0,31,0,0,0,0,0,0,0,0,0,BORABU,73167.0,73167.0,4.920250932797573,25.42129648612079,0.5466945480886192,36,100.0,0.0,2.7777777777777777,0.0,0.0,0.0,0.0,0.0,83.33333333333334,0.0,69.44444444444444,0.0,86.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUMULA,11,107.0,4.0,10,0,3,0,0,0,0,0,9,0,1,0,9,0,0,0,0,0,0,0,0,0,BUMULA,215892.0,215892.0,0.5095140162673929,4.956181794601004,0.18527782409723378,10,90.9090909090909,0.0,27.27272727272727,0.0,0.0,0.0,0.0,0.0,81.81818181818183,0.0,9.090909090909092,0.0,81.81818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUNA,8,7.0,2.0,5,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,BUNA,49886.0,49886.0,1.6036563364470993,1.403199294391212,0.4009140841117748,5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,12.5,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUNGOMA CENTRAL,18,40.0,0.0,17,0,2,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,BUNGOMA CENTRAL,177748.0,177748.0,1.012669622161712,2.250376938137138,0.0,17,94.44444444444444,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUNGOMA EAST,35,142.0,0.0,30,0,3,0,0,0,0,0,17,0,13,0,14,0,0,0,0,0,0,0,0,0,BUNGOMA EAST,114548.0,114548.0,3.0554876558298703,12.396549917938332,0.0,30,85.71428571428571,0.0,8.571428571428571,0.0,0.0,0.0,0.0,0.0,48.57142857142857,0.0,37.142857142857146,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUNGOMA NORTH,19,98.0,4.0,19,0,1,0,0,0,0,0,10,0,3,0,9,0,0,0,0,0,0,0,0,0,BUNGOMA NORTH,121317.0,121317.0,1.5661448931312183,8.078010501413651,0.3297147143434143,19,100.0,0.0,5.263157894736842,0.0,0.0,0.0,0.0,0.0,52.63157894736842,0.0,15.789473684210526,0.0,47.368421052631575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUNGOMA SOUTH,46,517.0,34.0,40,0,4,0,0,0,0,0,14,0,0,0,13,0,0,0,0,0,0,0,0,0,BUNGOMA SOUTH,287765.0,287765.0,1.5985265755043179,17.966048685559397,1.1815196427640609,40,86.95652173913044,0.0,8.695652173913043,0.0,0.0,0.0,0.0,0.0,30.434782608695656,0.0,0.0,0.0,28.26086956521739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUNGOMA WEST,9,56.0,0.0,9,0,3,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,BUNGOMA WEST,119875.0,119875.0,0.7507820646506779,4.671532846715329,0.0,9,100.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,88.88888888888889,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUNYALA,10,87.0,10.0,8,0,2,0,0,0,0,0,6,0,7,0,7,0,0,0,0,0,0,0,0,0,BUNYALA,85977.0,85977.0,1.1631017597729625,10.118985310024774,1.1631017597729625,8,80.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,70.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BURA,18,32.0,0.0,18,0,2,0,0,0,0,0,10,0,2,0,9,0,0,0,0,0,0,0,0,0,,,,,,,18,100.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,55.55555555555556,0.0,11.11111111111111,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BURETI,31,450.0,28.0,31,0,3,0,0,0,0,0,21,0,6,0,19,0,0,0,0,0,0,0,0,0,BURETI,199470.0,199470.0,1.554118413796561,22.559783426079107,1.4037198576227001,31,100.0,0.0,9.67741935483871,0.0,0.0,0.0,0.0,0.0,67.74193548387096,0.0,19.35483870967742,0.0,61.29032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUSIA,22,374.0,84.0,22,0,2,0,0,0,0,0,9,0,8,0,8,0,0,0,0,0,0,0,0,0,BUSIA,893681.0,893681.0,0.24617285138656858,4.184938473571666,0.939932705294171,22,100.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,40.909090909090914,0.0,36.36363636363637,0.0,36.36363636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUSIA,22,374.0,84.0,22,0,2,0,0,0,0,0,9,0,8,0,8,0,0,0,0,0,0,0,0,0,BUSIA,142408.0,142408.0,1.5448570305039042,26.262569518566373,5.898545025560362,22,100.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,40.909090909090914,0.0,36.36363636363637,0.0,36.36363636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUTERE,25,160.0,38.0,18,0,1,0,0,0,0,0,9,0,6,0,9,0,0,0,0,0,0,0,0,0,BUTERE,154100.0,154100.0,1.6223231667748215,10.382868267358857,2.4659312134977287,18,72.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,24.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUTULA,24,82.0,6.0,19,0,4,0,0,0,0,0,8,0,8,0,9,0,0,0,0,0,0,0,0,0,BUTULA,140334.0,140334.0,1.7102056522296807,5.843202645118076,0.42755141305742017,19,79.16666666666666,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,33.33333333333333,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUURI,50,157.0,15.0,45,0,3,0,0,0,0,0,10,0,9,0,11,0,0,0,0,0,0,0,0,0,,,,,,,45,90.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,18.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHANGAMWE,74,264.0,53.0,71,0,5,0,0,0,0,0,36,0,6,0,12,0,0,0,0,0,0,0,0,0,CHANGAMWE,131882.0,131882.0,5.611076568447552,20.01789478473181,4.018744028752976,71,95.94594594594594,0.0,6.756756756756757,0.0,0.0,0.0,0.0,0.0,48.64864864864865,0.0,8.108108108108109,0.0,16.216216216216218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEPALUNGU,33,69.0,15.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHEPALUNGU,164837.0,164837.0,2.001977711314814,4.18595339638552,0.9099898687794609,33,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEPTAIS,14,56.0,21.0,13,0,2,0,0,0,0,0,8,0,8,0,8,0,0,0,0,0,0,0,0,0,CHEPTAIS,136035.0,136035.0,1.0291469107215054,4.116587642886022,1.543720366082258,13,92.85714285714286,0.0,14.285714285714285,0.0,0.0,0.0,0.0,0.0,57.14285714285714,0.0,57.14285714285714,0.0,57.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHESUMEI,29,66.0,6.0,26,0,0,0,0,0,0,0,8,0,5,0,14,0,0,0,0,0,0,0,0,0,CHESUMEI,164133.0,164133.0,1.766859802720964,4.021129206192539,0.3655572005629581,26,89.65517241379311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.586206896551722,0.0,17.24137931034483,0.0,48.275862068965516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DADAAB,20,228.0,20.0,17,0,2,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,DADAAB,185252.0,185252.0,1.0796104765400645,12.307559432556733,1.0796104765400645,17,85.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAGORETTI NORTH,76,569.0,110.0,76,0,7,0,0,0,0,0,26,0,25,0,29,0,0,0,0,0,0,0,0,0,,,,,,,76,100.0,0.0,9.210526315789473,0.0,0.0,0.0,0.0,0.0,34.21052631578947,0.0,32.89473684210527,0.0,38.15789473684211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAGORETTI SOUTH,29,57.0,2.0,29,0,3,0,0,0,0,0,10,0,8,0,9,0,0,0,0,0,0,0,0,0,,,,,,,29,100.0,0.0,10.344827586206897,0.0,0.0,0.0,0.0,0.0,34.48275862068966,0.0,27.586206896551722,0.0,31.03448275862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAST POKOT,46,82.0,10.0,28,0,1,0,0,0,0,0,15,0,17,0,15,0,0,0,0,0,0,0,0,0,EAST POKOT,79923.0,79923.0,5.755539706967957,10.259875129812444,1.2512042841234687,28,60.86956521739131,0.0,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,32.608695652173914,0.0,36.95652173913043,0.0,32.608695652173914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELDAS,10,6.0,2.0,7,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,ELDAS,88509.0,88509.0,1.1298286050006214,0.6778971630003728,0.2259657210001243,7,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELDORET EAST,67,989.0,86.0,62,0,4,0,0,0,0,0,39,0,21,0,35,0,0,0,0,0,0,0,0,0,,,,,,,62,92.53731343283582,0.0,5.970149253731343,0.0,0.0,0.0,0.0,0.0,58.2089552238806,0.0,31.343283582089555,0.0,52.23880597014925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELDORET WEST,74,265.0,21.0,72,0,3,0,0,0,0,0,46,0,1,0,47,0,0,0,0,0,0,0,0,0,,,,,,,72,97.2972972972973,0.0,4.054054054054054,0.0,0.0,0.0,0.0,0.0,62.16216216216216,0.0,1.3513513513513513,0.0,63.51351351351351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMBAKASI CENTRAL,44,345.0,68.0,42,0,3,0,0,0,0,0,22,0,16,0,22,0,0,0,0,0,0,0,0,0,,,,,,,42,95.45454545454545,0.0,6.8181818181818175,0.0,0.0,0.0,0.0,0.0,50.0,0.0,36.36363636363637,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMBAKASI EAST,27,113.0,29.0,27,0,2,0,0,0,0,0,8,0,4,0,8,0,0,0,0,0,0,0,0,0,,,,,,,27,100.0,0.0,7.4074074074074066,0.0,0.0,0.0,0.0,0.0,29.629629629629626,0.0,14.814814814814813,0.0,29.629629629629626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMBAKASI NORTH,26,52.0,4.0,24,0,4,0,0,0,0,0,10,0,9,0,10,0,0,0,0,0,0,0,0,0,,,,,,,24,92.3076923076923,0.0,15.384615384615385,0.0,0.0,0.0,0.0,0.0,38.46153846153847,0.0,34.61538461538461,0.0,38.46153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMBAKASI SOUTH,27,117.0,28.0,26,0,2,0,0,0,0,0,8,0,6,0,9,0,0,0,0,0,0,0,0,0,,,,,,,26,96.29629629629629,0.0,7.4074074074074066,0.0,0.0,0.0,0.0,0.0,29.629629629629626,0.0,22.22222222222222,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMBAKASI WEST,40,192.0,36.0,38,0,2,0,0,0,0,0,14,0,7,0,14,0,0,0,0,0,0,0,0,0,,,,,,,38,95.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,17.5,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMBU EAST,41,290.0,26.0,38,0,6,0,0,0,0,0,27,0,21,0,23,0,0,0,0,0,0,0,0,0,EMBU EAST,129564.0,129564.0,3.164459263375629,22.382760643388597,2.006730264579667,38,92.6829268292683,0.0,14.634146341463413,0.0,0.0,0.0,0.0,0.0,65.85365853658537,0.0,51.21951219512195,0.0,56.09756097560976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMUHAYA,35,218.0,32.0,31,0,6,0,0,0,0,0,20,0,19,0,19,0,0,0,0,0,0,0,0,0,EMUHAYA,97141.0,97141.0,3.6030100575452177,22.441605501281643,3.294180624041342,31,88.57142857142857,0.0,17.142857142857142,0.0,0.0,0.0,0.0,0.0,57.14285714285714,0.0,54.285714285714285,0.0,54.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAFI,20,151.0,0.0,14,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,FAFI,134040.0,134040.0,1.4920919128618324,11.265293942106835,0.0,14,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GALOLE,17,141.0,0.0,17,0,1,0,0,0,0,0,10,0,2,0,12,0,0,0,0,0,0,0,0,0,,,,,,,17,100.0,0.0,5.88235294117647,0.0,0.0,0.0,0.0,0.0,58.82352941176471,0.0,11.76470588235294,0.0,70.58823529411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GANZE,21,45.0,0.0,20,0,3,0,0,0,0,0,14,0,12,0,11,0,0,0,0,0,0,0,0,0,GANZE,143906.0,143906.0,1.4592859227551316,3.1270412630467113,0.0,20,95.23809523809523,0.0,14.285714285714285,0.0,0.0,0.0,0.0,0.0,66.66666666666666,0.0,57.14285714285714,0.0,52.38095238095239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GARBATULA,18,97.0,16.0,16,0,0,0,0,0,0,0,12,0,12,0,12,0,0,0,0,0,0,0,0,0,,,,,,,16,88.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,0.0,66.66666666666666,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GARISSA,160,662.0,62.0,158,0,4,0,0,0,0,0,30,0,2,0,26,0,0,0,0,0,0,0,0,0,GARISSA,841353.0,841353.0,1.9016988113193867,7.868278831833963,0.7369082893862623,158,98.75,0.0,2.5,0.0,0.0,0.0,0.0,0.0,18.75,0.0,1.25,0.0,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GARISSA,160,662.0,62.0,158,0,4,0,0,0,0,0,30,0,2,0,26,0,0,0,0,0,0,0,0,0,GARISSA,163914.0,163914.0,9.761216247544445,40.38703222421514,3.782471295923472,158,98.75,0.0,2.5,0.0,0.0,0.0,0.0,0.0,18.75,0.0,1.25,0.0,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GATANGA,42,30.0,4.0,40,0,2,0,0,0,0,0,26,0,4,0,25,0,0,0,0,0,0,0,0,0,GATANGA,187989.0,187989.0,2.234173276095942,1.595838054354244,0.21277840724723254,40,95.23809523809523,0.0,4.761904761904762,0.0,0.0,0.0,0.0,0.0,61.904761904761905,0.0,9.523809523809524,0.0,59.523809523809526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GATUNDU,30,233.0,27.0,27,0,0,0,0,0,0,0,10,0,5,0,9,0,0,0,0,0,0,0,0,0,,,,,,,27,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,16.666666666666664,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GATUNDU NORTH,27,40.0,8.0,24,0,2,0,0,0,0,0,10,0,3,0,7,0,0,0,0,0,0,0,0,0,GATUNDU NORTH,109870.0,109870.0,2.4574497132975335,3.6406662419222715,0.7281332483844543,24,88.88888888888889,0.0,7.4074074074074066,0.0,0.0,0.0,0.0,0.0,37.03703703703704,0.0,11.11111111111111,0.0,25.925925925925924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEM,33,110.0,3.0,31,0,8,0,0,0,0,0,17,0,15,0,17,0,0,0,0,0,0,0,0,0,GEM,179792.0,179792.0,1.8354543027498442,6.118181009166148,0.16685948206816764,31,93.93939393939394,0.0,24.242424242424242,0.0,0.0,0.0,0.0,0.0,51.515151515151516,0.0,45.45454545454545,0.0,51.515151515151516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GILGIL,37,405.0,22.0,33,0,3,0,0,0,0,0,16,0,16,0,16,0,0,0,0,0,0,0,0,0,GILGIL,185209.0,185209.0,1.9977430902385953,21.86718787963868,1.18784724284457,33,89.1891891891892,0.0,8.108108108108109,0.0,0.0,0.0,0.0,0.0,43.24324324324324,0.0,43.24324324324324,0.0,43.24324324324324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GITHUNGURI,33,105.0,12.0,32,0,1,0,0,0,0,0,7,0,2,0,6,0,0,0,0,0,0,0,0,0,GITHUNGURI,165232.0,165232.0,1.997191827248959,6.354701268519416,0.726251573545076,32,96.96969696969697,0.0,3.0303030303030303,0.0,0.0,0.0,0.0,0.0,21.21212121212121,0.0,6.0606060606060606,0.0,18.181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUCHA,11,52.0,2.0,10,0,1,0,0,0,0,0,5,0,7,0,8,0,0,0,0,0,0,0,0,0,GUCHA,83740.0,83740.0,1.3135896823501314,6.209696680200621,0.23883448770002388,10,90.9090909090909,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,45.45454545454545,0.0,63.63636363636363,0.0,72.72727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HABASWEIN,18,39.0,0.0,18,0,1,0,0,0,0,0,9,0,1,0,9,0,0,0,0,0,0,0,0,0,HABASWEIN,174134.0,174134.0,1.0336867010463207,2.239654518933695,0.0,18,100.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,50.0,0.0,5.555555555555555,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAMISI,21,155.0,24.0,20,0,4,0,0,0,0,0,12,0,12,0,12,0,0,0,0,0,0,0,0,0,HAMISI,159241.0,159241.0,1.3187558480542072,9.733674116590578,1.5071495406333797,20,95.23809523809523,0.0,19.047619047619047,0.0,0.0,0.0,0.0,0.0,57.14285714285714,0.0,57.14285714285714,0.0,57.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOMA BAY,100,1054.0,92.0,100,0,12,0,0,0,0,0,32,0,14,0,34,0,0,0,0,0,0,0,0,0,HOMA BAY,1131950.0,1131950.0,0.8834312469632051,9.311365342992183,0.8127567472061487,100,100.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,14.000000000000002,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOMA BAY,100,1054.0,92.0,100,0,12,0,0,0,0,0,32,0,14,0,34,0,0,0,0,0,0,0,0,0,HOMA BAY,117439.0,117439.0,8.515058881632166,89.74872061240303,7.833854171101593,100,100.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,14.000000000000002,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HULUGHO,10,10.0,4.0,7,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,0,0,0,0,HULUGHO,133984.0,133984.0,0.7463577740625745,0.7463577740625745,0.2985431096250299,7,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGEMBE CENTRAL,32,81.0,14.0,24,0,0,0,0,0,0,0,13,0,11,0,13,0,0,0,0,0,0,0,0,0,IGEMBE CENTRAL,221412.0,221412.0,1.445269452423536,3.6583383014470763,0.632305385435297,24,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.625,0.0,34.375,0.0,40.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
