matched_area_clean,total_facilities,beds,cots,operational_norm,anc,art,beoc,blood,caes_sec,ceoc,epi,fp,growm,hbc,hct,ipd,opd,outreach,pmtct,rad_xray,rhtc_rhdc,tb_diag,tb_labs,tb_treat,youth,area_clean,total,population,facilities_per_10k,beds_per_10k,cots_per_10k,operational_count,pct_operational,anc_pct,art_pct,beoc_pct,blood_pct,caes_sec_pct,ceoc_pct,epi_pct,fp_pct,growm_pct,hbc_pct,hct_pct,ipd_pct,opd_pct,outreach_pct,pmtct_pct,rad_xray_pct,rhtc_rhdc_pct,tb_diag_pct,tb_labs_pct,tb_treat_pct,youth_pct
RABAI,17,16.0,0.0,17,0,2,0,0,0,0,0,9,0,6,0,7,0,0,0,0,0,0,0,0,0,RABAI,120813.0,120813.0,1.4071333382996862,1.32436078898794,0.0,17,100.0,0.0,11.76470588235294,0.0,0.0,0.0,0.0,0.0,52.94117647058824,0.0,35.294117647058826,0.0,41.17647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RACHUONYO NORTH,34,369.0,54.0,34,0,4,0,0,0,0,0,19,0,6,0,19,0,0,0,0,0,0,0,0,0,RACHUONYO NORTH,178686.0,178686.0,1.9027791768801137,20.650750478493,3.0220610456331216,34,100.0,0.0,11.76470588235294,0.0,0.0,0.0,0.0,0.0,55.88235294117647,0.0,17.647058823529413,0.0,55.88235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RACHUONYO SOUTH,53,331.0,30.0,51,0,5,0,0,0,0,0,23,0,6,0,23,0,0,0,0,0,0,0,0,0,RACHUONYO SOUTH,130814.0,130814.0,4.051554115002981,25.30310211445258,2.2933325179262156,51,96.22641509433963,0.0,9.433962264150944,0.0,0.0,0.0,0.0,0.0,43.39622641509434,0.0,11.320754716981133,0.0,43.39622641509434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RARIEDA,30,154.0,9.0,30,0,7,0,0,0,0,0,18,0,18,0,18,0,0,0,0,0,0,0,0,0,RARIEDA,152570.0,152570.0,1.966310545978895,10.093727469358328,0.5898931637936685,30,100.0,0.0,23.333333333333332,0.0,0.0,0.0,0.0,0.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RONGAI,31,45.0,16.0,30,0,3,0,0,0,0,0,20,0,18,0,20,0,0,0,0,0,0,0,0,0,RONGAI,199906.0,199906.0,1.5507288425560013,2.2510579972587115,0.8003761768030975,30,96.7741935483871,0.0,9.67741935483871,0.0,0.0,0.0,0.0,0.0,64.51612903225806,0.0,58.06451612903226,0.0,64.51612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RONGO,17,123.0,9.0,16,0,2,0,0,0,0,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0,RONGO,124587.0,124587.0,1.3645083355406262,9.872619133617473,0.7223867658744492,16,94.11764705882352,0.0,11.76470588235294,0.0,0.0,0.0,0.0,0.0,52.94117647058824,0.0,52.94117647058824,0.0,52.94117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROYSAMBU,83,96.0,16.0,79,0,7,0,0,0,0,0,21,0,15,0,22,0,0,0,0,0,0,0,0,0,,,,,,,79,95.18072289156626,0.0,8.433734939759036,0.0,0.0,0.0,0.0,0.0,25.301204819277107,0.0,18.072289156626507,0.0,26.506024096385545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUARAKA,40,90.0,15.0,37,0,7,0,0,0,0,0,11,0,11,0,13,0,0,0,0,0,0,0,0,0,,,,,,,37,92.5,0.0,17.5,0.0,0.0,0.0,0.0,0.0,27.500000000000004,0.0,27.500000000000004,0.0,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUIRU,96,159.0,35.0,91,0,1,0,0,0,0,0,23,0,2,0,22,0,0,0,0,0,0,0,0,0,RUIRU,371111.0,371111.0,2.5868271218045273,4.2844324204887485,0.9431140548245673,91,94.79166666666666,0.0,1.0416666666666665,0.0,0.0,0.0,0.0,0.0,23.958333333333336,0.0,2.083333333333333,0.0,22.916666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SABATIA,25,115.0,9.0,19,0,2,0,0,0,0,0,14,0,10,0,14,0,0,0,0,0,0,0,0,0,SABATIA,131628.0,131628.0,1.8992919439632907,8.736742942231135,0.6837450998267847,19,76.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,56.00000000000001,0.0,40.0,0.0,56.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMBURU CENTRAL,48,179.0,13.0,39,0,3,0,0,0,0,0,17,0,10,0,14,0,0,0,0,0,0,0,0,0,SAMBURU CENTRAL,164942.0,164942.0,2.9101138582047024,10.852299596221702,0.7881558365971069,39,81.25,0.0,6.25,0.0,0.0,0.0,0.0,0.0,35.41666666666667,0.0,20.833333333333336,0.0,29.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMBURU EAST,27,272.0,22.0,21,0,1,0,0,0,0,0,8,0,8,0,8,0,0,0,0,0,0,0,0,0,SAMBURU EAST,77994.0,77994.0,3.461804754211862,34.8744775239121,2.820729799728184,21,77.77777777777779,0.0,3.7037037037037033,0.0,0.0,0.0,0.0,0.0,29.629629629629626,0.0,29.629629629629626,0.0,29.629629629629626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMBURU NORTH,22,71.0,10.0,12,0,2,0,0,0,0,0,8,0,10,0,8,0,0,0,0,0,0,0,0,0,SAMBURU NORTH,67391.0,67391.0,3.264530872074906,10.535531450787197,1.4838776691249573,12,54.54545454545454,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,36.36363636363637,0.0,45.45454545454545,0.0,36.36363636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMETA,14,64.0,14.0,14,0,0,0,0,0,0,0,7,0,7,0,8,0,0,0,0,0,0,0,0,0,SAMETA,66997.0,66997.0,2.0896458050360462,9.55266653730764,2.0896458050360462,14,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,57.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMIA,17,148.0,5.0,14,0,3,0,0,0,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,SAMIA,107176.0,107176.0,1.5861760095543778,13.809061730238113,0.4665223557512876,14,82.35294117647058,0.0,17.647058823529413,0.0,0.0,0.0,0.0,0.0,47.05882352941176,0.0,0.0,0.0,52.94117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEME,24,112.0,1.0,24,0,6,0,0,0,0,0,11,0,12,0,12,0,0,0,0,0,0,0,0,0,SEME,121667.0,121667.0,1.9725973353497661,9.205454231632242,0.0821915556395736,24,100.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,45.83333333333333,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIAYA,43,283.0,12.0,38,0,8,0,0,0,0,0,20,0,18,0,19,0,0,0,0,0,0,0,0,0,SIAYA,993183.0,993183.0,0.43295142989761204,2.8494245270005627,0.12082365485514754,38,88.37209302325581,0.0,18.6046511627907,0.0,0.0,0.0,0.0,0.0,46.51162790697674,0.0,41.86046511627907,0.0,44.18604651162791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIAYA,43,283.0,12.0,38,0,8,0,0,0,0,0,20,0,18,0,19,0,0,0,0,0,0,0,0,0,SIAYA,224343.0,224343.0,1.9167078981737786,12.61461244612045,0.5348952273973335,38,88.37209302325581,0.0,18.6046511627907,0.0,0.0,0.0,0.0,0.0,46.51162790697674,0.0,41.86046511627907,0.0,44.18604651162791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOLOLO,15,130.0,0.0,15,0,1,0,0,0,0,0,6,0,6,0,7,0,0,0,0,0,0,0,0,0,SOLOLO,44822.0,44822.0,3.346570880371246,29.0036142965508,0.0,15,100.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,0.0,46.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOTIK,40,235.0,9.0,39,0,2,0,0,0,0,0,24,0,5,0,26,0,0,0,0,0,0,0,0,0,SOTIK,227855.0,227855.0,1.755502402843914,10.313576616707994,0.3949880406398806,39,97.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,12.5,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOUTH GUCHA,20,371.0,79.0,20,0,3,0,0,0,0,0,12,0,14,0,14,0,0,0,0,0,0,0,0,0,,,,,,,20,100.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,70.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAREHE,136,357.0,58.0,136,0,18,0,0,0,0,0,23,0,37,0,29,0,0,0,0,0,0,0,0,0,STAREHE,210423.0,210423.0,6.463171801561617,16.965825979099243,2.756352680077748,136,100.0,0.0,13.23529411764706,0.0,0.0,0.0,0.0,0.0,16.911764705882355,0.0,27.205882352941174,0.0,21.323529411764707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUBA,28,138.0,12.0,25,0,18,0,0,0,0,0,18,0,18,0,18,0,0,0,0,0,0,0,0,0,,,,,,,25,89.28571428571429,0.0,64.28571428571429,0.0,0.0,0.0,0.0,0.0,64.28571428571429,0.0,64.28571428571429,0.0,64.28571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUBUKIA,29,87.0,19.0,25,0,3,0,0,0,0,0,12,0,12,0,10,0,0,0,0,0,0,0,0,0,SUBUKIA,85164.0,85164.0,3.405194683199474,10.215584049598423,2.2309896200272417,25,86.20689655172413,0.0,10.344827586206897,0.0,0.0,0.0,0.0,0.0,41.37931034482759,0.0,41.37931034482759,0.0,34.48275862068966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TANA DELTA,30,87.0,0.0,25,0,5,0,0,0,0,0,13,0,15,0,15,0,0,0,0,0,0,0,0,0,TANA DELTA,116757.0,116757.0,2.5694390914463376,7.451373365194378,0.0,25,83.33333333333334,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,43.333333333333336,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARBAJ,18,43.0,0.0,16,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,TARBAJ,57232.0,57232.0,3.145093653899916,7.513279284316466,0.0,16,88.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444444444444,0.0,0.0,0.0,27.77777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAVETA,15,111.0,8.0,15,0,1,0,0,0,0,0,11,0,12,0,12,0,0,0,0,0,0,0,0,0,TAVETA,91222.0,91222.0,1.6443401810966651,12.168117340115323,0.8769814299182215,15,100.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,73.33333333333333,0.0,80.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TESO NORTH,18,109.0,11.0,17,0,5,0,0,0,0,0,5,0,7,0,9,0,0,0,0,0,0,0,0,0,TESO NORTH,138034.0,138034.0,1.304026544184766,7.896605184229972,0.7969051103351349,17,94.44444444444444,0.0,27.77777777777778,0.0,0.0,0.0,0.0,0.0,27.77777777777778,0.0,38.88888888888889,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TESO SOUTH,16,201.0,6.0,16,0,4,0,0,0,0,0,2,0,4,0,4,0,0,0,0,0,0,0,0,0,TESO SOUTH,168116.0,168116.0,0.9517238097504104,11.956030359989532,0.3568964286564039,16,100.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TETU,52,14.0,0.0,44,0,2,0,0,0,0,0,11,0,6,0,12,0,0,0,0,0,0,0,0,0,TETU,80453.0,80453.0,6.463400991883461,1.7401464208917008,0.0,44,84.61538461538461,0.0,3.8461538461538463,0.0,0.0,0.0,0.0,0.0,21.153846153846153,0.0,11.538461538461538,0.0,23.076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THARAKA NORTH,12,27.0,0.0,12,0,0,0,0,0,0,0,6,0,3,0,6,0,0,0,0,0,0,0,0,0,THARAKA NORTH,58345.0,58345.0,2.056731510840689,4.627645899391551,0.0,12,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,25.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THARAKA SOUTH,19,222.0,8.0,18,0,2,0,0,0,0,0,9,0,9,0,10,0,0,0,0,0,0,0,0,0,THARAKA SOUTH,75250.0,75250.0,2.524916943521595,29.501661129568106,1.06312292358804,18,94.73684210526315,0.0,10.526315789473683,0.0,0.0,0.0,0.0,0.0,47.368421052631575,0.0,47.368421052631575,0.0,52.63157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THIKA EAST,16,104.0,30.0,16,0,4,0,0,0,0,0,14,0,6,0,14,0,0,0,0,0,0,0,0,0,THIKA EAST,38956.0,38956.0,4.1071978642571105,26.696786117671216,7.700995995482083,16,100.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,87.5,0.0,37.5,0.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THIKA WEST,102,608.0,126.0,99,0,8,0,0,0,0,0,36,0,12,0,36,0,0,0,0,0,0,0,0,0,THIKA WEST,245820.0,245820.0,4.149377593360995,24.733544870230247,5.125701732975348,99,97.05882352941177,0.0,7.8431372549019605,0.0,0.0,0.0,0.0,0.0,35.294117647058826,0.0,11.76470588235294,0.0,35.294117647058826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIGANIA EAST,22,141.0,3.0,19,0,1,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,TIGANIA EAST,72549.0,72549.0,3.0324332520089867,19.43514038787578,0.4135136252739528,19,86.36363636363636,0.0,4.545454545454546,0.0,0.0,0.0,0.0,0.0,40.909090909090914,0.0,54.54545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIGANIA WEST,25,74.0,2.0,24,0,1,0,0,0,0,0,13,0,12,0,0,0,0,0,0,0,0,0,0,0,TIGANIA WEST,139961.0,139961.0,1.786211873307564,5.28718714499039,0.14289694986460513,24,96.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TINDERET,15,38.0,5.0,14,0,1,0,0,0,0,0,8,0,9,0,9,0,0,0,0,0,0,0,0,0,TINDERET,115931.0,115931.0,1.2938730796767042,3.2778118018476508,0.43129102655890145,14,93.33333333333333,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRANS MARA EAST,23,54.0,21.0,21,0,0,0,0,0,0,0,15,0,6,0,10,0,0,0,0,0,0,0,0,0,TRANS MARA EAST,111183.0,111183.0,2.0686615759603537,4.856857613124308,1.8887779606594535,21,91.30434782608695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.21739130434783,0.0,26.08695652173913,0.0,43.47826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRANS MARA WEST DIKIRR,44,469.0,90.0,38,0,3,0,0,0,0,0,27,0,9,0,18,0,0,0,0,0,0,0,0,0,,,,,,,38,86.36363636363636,0.0,6.8181818181818175,0.0,0.0,0.0,0.0,0.0,61.36363636363637,0.0,20.454545454545457,0.0,40.909090909090914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRANS NZOIA EAST,27,84.0,0.0,26,0,1,0,0,0,0,0,15,0,4,0,14,0,0,0,0,0,0,0,0,0,TRANS NZOIA EAST,229538.0,229538.0,1.1762758236109054,3.659524784567261,0.0,26,96.29629629629629,0.0,3.7037037037037033,0.0,0.0,0.0,0.0,0.0,55.55555555555556,0.0,14.814814814814813,0.0,51.85185185185185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRANS NZOIA WEST,103,509.0,52.0,99,0,5,0,0,0,0,0,36,0,31,0,35,0,0,0,0,0,0,0,0,0,TRANS NZOIA WEST,202377.0,202377.0,5.089511159865005,25.15107942108046,2.569461944786216,99,96.11650485436894,0.0,4.854368932038835,0.0,0.0,0.0,0.0,0.0,34.95145631067961,0.0,30.097087378640776,0.0,33.980582524271846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSEIKURU,11,43.0,12.0,10,0,1,0,0,0,0,0,5,0,5,0,4,0,0,0,0,0,0,0,0,0,TSEIKURU,40871.0,40871.0,2.691394876562844,10.520907244745663,2.936067138068557,10,90.9090909090909,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,45.45454545454545,0.0,45.45454545454545,0.0,36.36363636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TURKANA CENTRAL,49,351.0,61.0,48,0,6,0,0,0,0,0,10,0,7,0,12,0,0,0,0,0,0,0,0,0,TURKANA CENTRAL,185305.0,185305.0,2.644289144923235,18.941744691184805,3.291870160006476,48,97.95918367346938,0.0,12.244897959183673,0.0,0.0,0.0,0.0,0.0,20.408163265306122,0.0,14.285714285714285,0.0,24.489795918367346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TURKANA EAST,15,74.0,8.0,14,0,3,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,TURKANA EAST,138526.0,138526.0,1.0828292161760247,5.341957466468389,0.5775089152938798,14,93.33333333333333,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,26.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TURKANA NORTH,27,20.0,1.0,21,0,3,0,0,0,0,0,8,0,4,0,10,0,0,0,0,0,0,0,0,0,TURKANA NORTH,65218.0,65218.0,4.139961360360637,3.0666380447115826,0.15333190223557913,21,77.77777777777779,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,29.629629629629626,0.0,14.814814814814813,0.0,37.03703703703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TURKANA SOUTH,25,96.0,17.0,20,0,2,0,0,0,0,0,8,0,4,0,11,0,0,0,0,0,0,0,0,0,TURKANA SOUTH,153736.0,153736.0,1.6261643336629026,6.2444710412655455,1.1057917468907739,20,80.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,16.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TURKANA WEST,31,169.0,14.0,24,0,3,0,0,0,0,0,17,0,3,0,11,0,0,0,0,0,0,0,0,0,TURKANA WEST,239627.0,239627.0,1.2936772567365113,7.05262762543453,0.5842413417519728,24,77.41935483870968,0.0,9.67741935483871,0.0,0.0,0.0,0.0,0.0,54.83870967741935,0.0,9.67741935483871,0.0,35.483870967741936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UGENYA,14,12.0,0.0,14,0,5,0,0,0,0,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0,UGENYA,134354.0,134354.0,1.042023311550084,0.8931628384715007,0.0,14,100.0,0.0,35.714285714285715,0.0,0.0,0.0,0.0,0.0,64.28571428571429,0.0,64.28571428571429,0.0,64.28571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UGUNJA,17,87.0,5.0,17,0,6,0,0,0,0,0,11,0,11,0,11,0,0,0,0,0,0,0,0,0,UGUNJA,104241.0,104241.0,1.6308362352625168,8.346044262814056,0.4796577162536814,17,100.0,0.0,35.294117647058826,0.0,0.0,0.0,0.0,0.0,64.70588235294117,0.0,64.70588235294117,0.0,64.70588235294117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URIRI,21,95.0,14.0,21,0,0,0,0,0,0,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,URIRI,141448.0,141448.0,1.4846445336802216,6.716249080934337,0.9897630224534811,21,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.61904761904761,0.0,47.61904761904761,0.0,47.61904761904761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIHIGA,16,262.0,33.0,15,0,3,0,0,0,0,0,10,0,8,0,9,0,0,0,0,0,0,0,0,0,VIHIGA,590013.0,590013.0,0.2711804655151666,4.440580122810854,0.5593097101250312,15,93.75,0.0,18.75,0.0,0.0,0.0,0.0,0.0,62.5,0.0,50.0,0.0,56.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIHIGA,16,262.0,33.0,15,0,3,0,0,0,0,0,10,0,8,0,9,0,0,0,0,0,0,0,0,0,VIHIGA,95292.0,95292.0,1.6790496578936323,27.494438148008225,3.4630399194056167,15,93.75,0.0,18.75,0.0,0.0,0.0,0.0,0.0,62.5,0.0,50.0,0.0,56.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOI,27,155.0,4.0,27,0,0,0,0,0,0,0,0,0,18,0,13,0,0,0,0,0,0,0,0,0,VOI,111831.0,111831.0,2.414357378544411,13.860199765717914,0.35768257459917197,27,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,0.0,48.148148148148145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAJIR EAST,58,312.0,18.0,48,0,1,0,0,0,0,0,13,0,1,0,8,0,0,0,0,0,0,0,0,0,WAJIR EAST,110654.0,110654.0,5.241563793446238,28.195998337159075,1.626692211759177,48,82.75862068965517,0.0,1.7241379310344827,0.0,0.0,0.0,0.0,0.0,22.413793103448278,0.0,1.7241379310344827,0.0,13.793103448275861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAJIR NORTH,13,30.0,2.0,11,0,1,0,0,0,0,0,7,0,7,0,5,0,0,0,0,0,0,0,0,0,WAJIR NORTH,62206.0,62206.0,2.0898305629682024,4.822685914542006,0.3215123943028004,11,84.61538461538461,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,53.84615384615385,0.0,53.84615384615385,0.0,38.46153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAJIR SOUTH,12,30.0,1.0,8,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,WAJIR SOUTH,116814.0,116814.0,1.0272741281010838,2.5681853202527094,0.08560617734175698,8,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAJIR WEST,21,40.0,5.0,17,0,1,0,0,0,0,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,WAJIR WEST,121828.0,121828.0,1.7237416685819351,3.283317463965591,0.4104146829956989,17,80.95238095238095,0.0,4.761904761904762,0.0,0.0,0.0,0.0,0.0,47.61904761904761,0.0,47.61904761904761,0.0,47.61904761904761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WARENG,53,160.0,24.0,42,0,2,0,0,0,0,0,31,0,0,0,37,0,0,0,0,0,0,0,0,0,,,,,,,42,79.24528301886792,0.0,3.7735849056603774,0.0,0.0,0.0,0.0,0.0,58.490566037735846,0.0,0.0,0.0,69.81132075471697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEST POKOT,104,420.0,20.0,86,0,2,0,0,0,0,0,48,0,32,0,46,0,0,0,0,0,0,0,0,0,WEST POKOT,621241.0,621241.0,1.6740685176928116,6.76066132145174,0.3219362534024638,86,82.6923076923077,0.0,1.9230769230769231,0.0,0.0,0.0,0.0,0.0,46.15384615384615,0.0,30.76923076923077,0.0,44.230769230769226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEST POKOT,104,420.0,20.0,86,0,2,0,0,0,0,0,48,0,32,0,46,0,0,0,0,0,0,0,0,0,WEST POKOT,184446.0,184446.0,5.638506663196817,22.770892293679452,1.0843282044609261,86,82.6923076923077,0.0,1.9230769230769231,0.0,0.0,0.0,0.0,0.0,46.15384615384615,0.0,30.76923076923077,0.0,44.230769230769226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WESTLANDS,72,633.0,32.0,71,0,7,0,0,0,0,0,15,0,14,0,17,0,0,0,0,0,0,0,0,0,WESTLANDS,308854.0,308854.0,2.331198559837334,20.49512067190323,1.036088248816593,71,98.61111111111111,0.0,9.722222222222223,0.0,0.0,0.0,0.0,0.0,20.833333333333336,0.0,19.444444444444446,0.0,23.61111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WUNDANYI,24,101.0,3.0,19,0,0,0,0,0,0,0,0,0,18,0,15,0,0,0,0,0,0,0,0,0,,,,,,,19,79.16666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YATTA,49,157.0,21.0,45,0,2,0,0,0,0,0,15,0,15,0,18,0,0,0,0,0,0,0,0,0,YATTA,172583.0,172583.0,2.8392135957771045,9.097072133408272,1.2168058267616162,45,91.83673469387756,0.0,4.081632653061225,0.0,0.0,0.0,0.0,0.0,30.612244897959183,0.0,30.612244897959183,0.0,36.734693877551024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
